user_id,arrival_address,latitude,longitude,date_time,num_passenger,num_luggage
116,금천구 독산동,37.4665,126.9025,2025-01-23 16:45:09.965528,3,3
117,금천구 시흥동,37.4494,126.9034,2025-02-20 09:15:54.961342,2,3
118,영등포구 여의도동,37.5245,126.9275,2025-01-31 07:51:43.443532,2,3
119,동대문구 용두동,37.5749,127.0389,2024-12-28 13:01:39.998415,1,1
120,노원구 월계동,37.6311,127.0587,2024-12-04 13:44:57.531898,2,2
121,송파구 잠실동,37.5117,127.0842,2025-01-18 22:45:08.655690,3,4
122,송파구 방이동,37.514,127.1251,2024-12-01 19:15:49.696614,1,1
123,송파구 방이동,37.514,127.1251,2025-02-15 00:37:06.909377,3,4
124,강서구 등촌동,37.5585,126.8627,2025-01-21 16:09:21.012254,3,4
125,강남구 삼성동,37.5145,127.0593,2025-02-25 02:30:03.411923,3,3
126,동대문구 청량리동,37.5802,127.0466,2024-12-25 19:27:04.068215,1,1
127,강서구 화곡동,37.541,126.837,2025-01-14 18:23:02.505034,1,2
128,서초구 잠원동,37.512,127.0107,2025-01-30 11:49:08.139828,3,4
129,광진구 화양동,37.5454,127.0676,2025-01-17 19:10:19.009665,1,1
130,동작구 동작동,37.5035,126.951,2025-01-19 05:34:44.643920,3,4
131,서대문구 연희동,37.5682,126.9315,2025-01-19 12:20:13.330287,1,1
132,광진구 자양동,37.5322,127.0745,2024-12-15 03:15:55.151884,3,4
133,용산구 남영동,37.5423,126.9732,2025-01-21 17:59:52.193211,3,4
134,은평구 불광동,37.6105,126.9303,2024-12-01 20:26:55.917469,1,1
135,중구 소공동,37.5641,126.9753,2025-01-25 04:35:37.517070,1,1
136,중구 명동,37.5634,126.9862,2024-12-04 03:36:47.208425,2,2
137,성북구 길음동,37.6075,127.0233,2024-12-24 20:54:57.801458,2,3
138,송파구 잠실동,37.5117,127.0842,2024-12-14 13:04:31.885771,3,4
139,종로구 사직동,37.5795,126.9701,2025-01-15 07:57:00.327034,1,1
140,성북구 석관동,37.6125,127.0611,2025-02-15 22:57:14.401099,3,3
141,동작구 사당동,37.4792,126.9808,2025-02-06 12:38:44.389141,1,2
142,동작구 사당동,37.4792,126.9808,2025-01-31 19:14:24.262894,2,2
143,은평구 불광동,37.6105,126.9303,2025-01-06 01:43:23.637010,2,2
144,노원구 월계동,37.6261,127.0659,2025-01-06 16:33:52.179374,3,4
145,강서구 방화동,37.5777,126.8125,2024-12-31 01:12:44.319725,2,2
146,송파구 방이동,37.514,127.1251,2025-01-15 03:57:59.736090,2,3
147,중구 명동,37.5634,126.9862,2025-01-30 04:23:44.854449,3,4
148,구로구 개봉동,37.4972,126.8588,2025-01-18 14:39:34.275271,2,2
149,서대문구 연희동,37.5682,126.9315,2024-12-12 14:20:20.497594,3,3
150,양천구 신정동,37.5206,126.8563,2025-01-28 20:46:10.021420,3,3
151,마포구 상암동,37.5796,126.8903,2025-02-21 05:15:40.829871,3,3
152,강동구 둔촌동,37.5266,127.1365,2025-01-22 18:48:18.750155,3,3
153,양천구 목동,37.5442,126.8667,2024-12-30 11:14:20.203300,1,2
154,관악구 봉천동,37.4824,126.9521,2024-12-14 10:42:17.719912,1,2
155,종로구 사직동,37.5795,126.9701,2025-02-10 06:08:50.769810,1,2
156,금천구 독산동,37.4665,126.9025,2025-02-03 15:46:51.659198,1,1
157,동대문구 청량리동,37.5802,127.0466,2024-12-22 13:53:57.011289,1,2
158,양천구 목동,37.5442,126.8667,2025-01-28 15:25:19.142755,3,4
159,구로구 고척동,37.5038,126.8581,2025-01-14 22:53:20.766344,2,2
160,광진구 구의동,37.5374,127.085,2025-01-07 14:09:26.679548,1,2
161,구로구 오류동,37.4947,126.8441,2024-12-31 19:01:26.272681,3,3
162,서대문구 연희동,37.5682,126.9315,2025-01-30 00:09:29.514869,2,3
163,성북구 석관동,37.6125,127.0611,2025-02-17 04:48:41.463132,2,2
164,서초구 방배동,37.4845,126.9977,2024-12-25 08:53:49.405098,1,2
165,영등포구 당산동,37.5341,126.9021,2025-01-03 15:54:08.780309,2,2
166,노원구 공릉동,37.6251,127.0726,2025-01-20 15:45:43.272827,3,4
167,강북구 번동,37.6366,127.0341,2025-01-22 13:54:49.953301,3,3
168,금천구 가산동,37.4772,126.8868,2025-01-12 02:59:25.944013,1,2
169,동대문구 휘경동,37.5945,127.0663,2025-01-19 17:20:18.519830,2,3
170,서대문구 홍제동,37.5892,126.9441,2025-02-08 20:23:48.726889,2,2
171,노원구 월계동,37.6311,127.0587,2025-01-27 19:42:59.406026,3,4
172,강동구 둔촌동,37.5266,127.1365,2024-12-16 23:07:42.564166,3,3
173,마포구 연남동,37.5588,126.9259,2024-12-02 16:39:11.382953,3,3
174,노원구 중계동,37.6481,127.0,2025-02-13 19:07:37.309669,2,2
175,은평구 갈현동,37.6185,126.9162,2024-12-10 15:44:29.622896,2,3
176,노원구 하계동,37.6397,127.0665,2025-01-18 08:53:20.084878,1,1
177,성북구 돈암동,37.5891,127.0166,2024-12-24 07:31:51.848359,1,1
178,동대문구 용두동,37.5749,127.0389,2024-12-13 05:47:01.911657,2,2
179,구로구 오류동,37.4947,126.8441,2025-01-06 18:02:37.395062,1,1
180,서대문구 홍제동,37.5892,126.9441,2025-01-14 00:13:12.192492,1,1
181,노원구 하계동,37.6397,127.0665,2025-01-22 17:58:12.253123,1,1
182,도봉구 쌍문1동,37.6513,127.0341,2024-12-19 21:12:23.790123,3,3
183,중랑구 면목동,37.5873,127.0887,2025-02-15 15:13:16.438065,1,1
184,광진구 자양동,37.5322,127.0745,2025-02-03 19:04:00.362272,2,2
185,용산구 남영동,37.5423,126.9732,2024-12-06 14:21:19.965430,3,4
186,용산구 한남동,37.5345,127.0005,2024-12-13 00:02:33.097440,2,3
187,용산구 용산동2가,37.5381,126.965,2024-12-30 17:12:38.363350,2,2
188,강남구 도곡동,37.4907,127.0558,2025-02-18 19:21:44.687800,3,4
189,성동구 금호동1가,37.5497,127.0197,2025-02-22 23:38:42.010879,1,2
190,은평구 갈현동,37.6185,126.9162,2025-01-31 22:19:06.514140,2,3
191,금천구 독산동,37.4665,126.9025,2025-02-05 02:04:20.922321,3,3
192,중구 을지로동,37.5665,126.9928,2025-01-25 10:34:04.718031,1,1
193,중구 약수동,37.5549,127.0109,2025-01-19 09:22:07.519777,3,3
194,중랑구 상봉동,37.5963,127.0862,2025-01-30 15:07:35.649179,3,4
195,강동구 둔촌동,37.5266,127.1365,2024-12-17 06:00:55.068967,3,4
196,강남구 역삼동,37.4987,127.0367,2024-12-02 08:09:19.538456,2,3
197,용산구 한남동,37.5345,127.0005,2025-02-26 05:59:47.921195,3,3
198,중구 소공동,37.5641,126.9753,2025-02-04 03:46:48.821834,1,2
199,성북구 돈암동,37.5891,127.0166,2025-02-11 04:14:51.796114,3,3
200,강동구 천호동,37.5459,127.1428,2024-12-03 05:05:30.959264,2,2
201,강서구 등촌동,37.5585,126.8627,2025-01-08 15:22:20.546524,2,2
202,관악구 봉천동,37.4824,126.9521,2025-02-23 17:19:52.873399,3,3
203,은평구 진관동,37.643,126.9184,2025-01-19 18:37:02.266005,3,3
204,노원구 하계동,37.6397,127.0665,2025-01-10 22:41:55.277050,2,3
205,동대문구 용두동,37.5749,127.0389,2024-12-09 15:15:02.382401,2,2
206,성동구 금호동1가,37.5497,127.0197,2025-02-07 15:47:32.606532,3,4
207,도봉구 창동,37.6543,127.0479,2025-01-20 22:22:32.071972,1,2
208,성북구 석관동,37.6125,127.0611,2025-01-28 01:33:18.994911,3,3
209,강동구 천호동,37.5459,127.1428,2024-12-14 04:22:21.792625,3,3
210,중랑구 묵동,37.6121,127.0761,2024-12-30 14:44:31.311352,2,3
211,마포구 망원동,37.5551,126.9107,2025-02-22 19:29:34.414940,1,1
212,광진구 구의동,37.5374,127.085,2025-02-08 21:59:21.258610,2,3
213,은평구 갈현동,37.6185,126.9162,2025-01-09 18:53:19.635007,3,3
214,광진구 구의동,37.5374,127.085,2025-02-19 07:21:07.304124,3,3
215,강북구 번동,37.6366,127.0341,2025-02-16 18:05:51.421234,1,1
216,종로구 혜화동,37.5823,127.0018,2025-01-21 23:00:25.171653,1,1
217,광진구 구의동,37.5374,127.085,2025-01-21 15:50:13.357612,3,3
218,용산구 한남동,37.5345,127.0005,2024-12-30 12:43:56.150376,1,2
219,동대문구 장안동,37.5746,127.0727,2025-02-26 14:02:23.274167,1,1
220,양천구 신월동,37.5302,126.8348,2025-02-22 17:53:56.281888,2,3
221,노원구 월계동,37.6311,127.0587,2025-01-23 05:57:43.052166,1,1
222,용산구 남영동,37.5423,126.9732,2025-02-27 23:11:42.183933,2,2
223,마포구 망원동,37.5551,126.9107,2025-01-24 21:41:05.840788,2,3
224,마포구 도화동,37.5457,126.945,2024-12-19 14:48:17.129518,3,3
225,은평구 불광동,37.6105,126.9303,2025-01-28 00:02:26.007975,2,3
226,성동구 행당동,37.5583,127.0298,2024-12-06 11:39:43.700185,3,4
227,서초구 서초동,37.4837,127.0324,2024-12-22 02:34:23.797023,1,1
228,송파구 잠실동,37.5117,127.0842,2025-01-20 22:33:19.489644,3,3
229,강동구 암사동,37.5506,127.1319,2025-01-09 21:14:55.624143,1,1
230,광진구 화양동,37.5454,127.0676,2024-12-11 10:26:55.384891,1,1
231,강북구 수유동,37.6394,127.0251,2025-02-11 17:12:14.908985,3,4
232,강남구 삼성동,37.5145,127.0593,2025-01-20 20:40:54.833808,3,4
233,용산구 용산동2가,37.5381,126.965,2025-02-22 08:10:51.126965,1,2
234,중구 을지로동,37.5665,126.9928,2024-12-13 01:29:58.116465,3,3
235,강서구 화곡동,37.541,126.837,2024-12-18 21:20:26.619816,1,2
236,종로구 무악동,37.5775,126.9573,2024-12-11 02:21:12.500095,1,2
237,관악구 난곡동,37.4751,126.9205,2025-02-13 04:43:09.007525,3,4
238,종로구 창신동,37.5723,127.015,2025-02-03 10:07:51.905610,3,4
239,광진구 광장동,37.545,127.104,2025-01-10 01:53:02.461504,1,1
240,양천구 신월동,37.5302,126.8348,2024-12-05 20:01:37.404755,1,1
241,중구 약수동,37.5549,127.0109,2025-02-15 06:01:36.755764,1,2
242,양천구 목5동,37.5483,126.8664,2025-01-31 22:12:33.543034,1,2
243,송파구 문정동,37.489,127.1215,2025-01-03 21:13:33.616810,2,3
244,양천구 신정동,37.5206,126.8563,2025-02-20 18:54:13.467194,2,2
245,마포구 상암동,37.5796,126.8903,2024-12-11 10:15:14.473941,1,1
246,중구 신당동,37.561,127.0182,2025-01-28 02:27:39.231335,3,4
247,노원구 중계동,37.6481,127.0,2025-02-15 23:53:01.067832,1,2
248,강동구 둔촌동,37.5266,127.1365,2025-02-10 21:43:48.255337,1,2
249,용산구 남영동,37.5423,126.9732,2024-12-25 03:34:06.318822,2,3
250,서대문구 북가좌동,37.5815,126.9134,2024-12-17 02:02:07.881011,2,2
251,강서구 가양동,37.5618,126.8545,2025-01-02 19:23:50.293395,1,1
252,송파구 문정동,37.489,127.1215,2024-12-05 08:14:17.016430,2,3
253,광진구 자양동,37.5322,127.0745,2025-01-30 07:16:07.926667,2,2
254,관악구 봉천동,37.4824,126.9521,2024-12-20 12:37:58.922461,3,4
255,구로구 고척동,37.5038,126.8581,2025-01-02 17:57:43.685148,3,3
256,송파구 방이동,37.514,127.1251,2025-01-09 08:58:42.617682,3,3
257,서대문구 남가좌동,37.5738,126.9223,2025-02-01 10:54:25.987763,3,4
258,강남구 역삼동,37.4987,127.0367,2024-12-18 00:27:44.549781,1,1
259,송파구 잠실동,37.5117,127.0842,2025-02-25 21:44:45.072066,1,2
260,종로구 사직동,37.5795,126.9701,2025-02-16 21:50:00.499217,3,4
261,강북구 번동,37.6366,127.0341,2025-01-10 03:39:05.325900,1,2
262,성북구 돈암동,37.5891,127.0166,2025-01-24 09:53:00.481501,3,3
263,관악구 봉천동,37.4824,126.9521,2024-12-26 01:31:36.590593,1,1
264,서대문구 남가좌동,37.5738,126.9223,2025-02-19 11:04:05.411721,3,4
265,중랑구 신내동,37.6126,127.1035,2024-12-25 17:53:26.143376,2,2
266,구로구 고척동,37.5038,126.8581,2025-01-11 08:03:23.274045,3,3
267,강남구 삼성동,37.5145,127.0593,2025-01-28 15:18:24.768391,2,2
268,성동구 성수동1가,37.5477,127.0422,2025-01-29 14:35:34.509472,1,2
269,성동구 금호동1가,37.5497,127.0197,2025-02-12 06:41:33.212069,2,2
270,성동구 왕십리동,37.5612,127.0376,2025-01-22 17:36:43.135209,2,3
271,송파구 문정동,37.489,127.1215,2025-01-13 01:10:19.401542,1,2
272,은평구 녹번동,37.6009,126.9351,2025-01-01 07:29:42.286205,1,2
273,노원구 월계동,37.6311,127.0587,2024-12-17 17:24:56.044285,1,1
274,동작구 동작동,37.5035,126.951,2025-02-18 15:33:54.529075,1,2
275,성북구 석관동,37.6125,127.0611,2024-12-18 21:45:45.536026,3,3
276,송파구 방이동,37.514,127.1251,2025-02-25 18:07:55.578604,3,3
277,은평구 녹번동,37.6009,126.9351,2025-02-09 07:08:13.997529,2,3
278,중구 약수동,37.5549,127.0109,2025-01-23 11:06:36.061553,3,3
279,송파구 문정동,37.489,127.1215,2025-02-20 10:27:17.042499,2,3
280,중랑구 신내동,37.6126,127.1035,2024-12-25 12:12:53.354795,1,1
281,은평구 진관동,37.643,126.9184,2025-02-09 21:56:04.011782,2,2
282,양천구 목동,37.5442,126.8667,2024-12-13 08:19:03.088643,1,2
283,중랑구 면목동,37.5873,127.0887,2025-02-10 15:21:16.261719,2,2
284,광진구 화양동,37.5454,127.0676,2024-12-17 16:11:53.221369,1,2
285,도봉구 쌍문1동,37.6513,127.0341,2025-02-19 13:57:39.831210,2,2
286,강북구 수유동,37.6394,127.0251,2025-02-12 21:05:26.216429,2,3
287,도봉구 쌍문동,37.6486,127.0347,2024-12-08 21:45:43.713121,3,4
288,서초구 서초동,37.4837,127.0324,2024-12-30 04:46:23.258399,3,3
289,구로구 고척동,37.5038,126.8581,2025-01-13 12:26:44.601177,3,4
290,서대문구 홍제동,37.5892,126.9441,2025-01-22 10:20:08.400357,1,1
291,서대문구 북가좌동,37.5815,126.9134,2025-01-24 07:54:00.013958,3,4
292,동대문구 청량리동,37.5802,127.0466,2024-12-22 21:16:42.630696,2,3
293,송파구 잠실동,37.5117,127.0842,2025-01-16 04:31:29.577425,1,2
294,동대문구 용두동,37.5749,127.0389,2025-02-20 03:37:34.712619,1,1
295,은평구 녹번동,37.6009,126.9351,2025-02-16 12:59:52.063052,1,2
296,종로구 혜화동,37.5823,127.0018,2025-01-29 02:28:53.151958,1,1
297,중랑구 상봉동,37.5963,127.0862,2025-01-07 21:48:40.180101,2,2
298,중구 신당동,37.561,127.0182,2025-01-29 22:43:55.520329,2,3
299,용산구 남영동,37.5423,126.9732,2024-12-01 07:26:23.132303,1,2
300,서초구 서초동,37.4837,127.0324,2025-02-16 08:20:27.481369,2,2
301,중랑구 신내동,37.6126,127.1035,2024-12-15 19:58:40.197647,1,1
302,동대문구 청량리동,37.5802,127.0466,2025-01-09 17:04:12.985976,1,1
303,성북구 돈암동,37.5891,127.0166,2025-01-30 11:51:03.444720,2,3
304,강동구 암사동,37.5506,127.1319,2025-01-01 04:26:14.738742,1,2
305,강동구 천호동,37.5459,127.1428,2025-02-13 21:08:31.568103,2,3
306,종로구 창신동,37.5723,127.015,2024-12-26 04:19:46.311036,3,3
307,서대문구 홍제동,37.5892,126.9441,2025-01-01 13:00:55.289354,2,3
308,양천구 목5동,37.5483,126.8664,2024-12-08 23:02:41.924096,2,2
309,서초구 방배동,37.4845,126.9977,2025-01-04 19:41:47.940227,1,2
310,성동구 금호동1가,37.5497,127.0197,2025-02-05 10:57:27.312169,1,2
311,양천구 목동,37.5442,126.8667,2025-02-13 03:04:14.941243,2,3
312,송파구 문정동,37.489,127.1215,2024-12-30 21:54:10.837811,3,4
313,강서구 화곡동,37.541,126.837,2025-01-16 16:23:19.845433,3,4
314,관악구 신림동,37.4846,126.9304,2025-01-01 22:33:54.339887,3,3
315,마포구 연남동,37.5588,126.9259,2025-01-10 21:11:30.855705,3,3
316,금천구 독산동,37.4665,126.9025,2024-12-27 05:35:11.537858,2,3
317,종로구 사직동,37.5795,126.9701,2024-12-09 20:00:13.409916,3,4
318,금천구 독산동,37.4665,126.9025,2025-01-13 01:15:18.959524,3,3
319,강서구 화곡동,37.541,126.837,2025-02-05 07:32:59.514862,1,2
320,송파구 방이동,37.514,127.1251,2024-12-06 04:56:27.859303,2,2
321,금천구 가산동,37.4772,126.8868,2024-12-30 23:58:17.434972,1,1
322,종로구 청운동,37.5866,126.9697,2025-01-18 11:40:14.334148,1,2
323,광진구 광장동,37.545,127.104,2025-02-02 14:02:31.955808,3,3
324,성북구 석관동,37.6125,127.0611,2025-01-08 23:38:13.974695,3,3
325,성북구 길음동,37.6075,127.0233,2025-02-27 09:04:49.441720,1,2
326,동작구 흑석동,37.5084,126.9638,2025-02-24 03:11:43.575388,2,2
327,구로구 고척동,37.5038,126.8581,2025-01-09 03:46:36.764138,1,2
328,마포구 상암동,37.5796,126.8903,2025-01-11 21:24:49.606360,1,2
329,서초구 잠원동,37.512,127.0107,2025-01-24 03:15:11.980970,3,4
330,강동구 천호동,37.5459,127.1428,2025-01-11 19:30:58.282560,1,2
331,송파구 잠실동,37.5117,127.0842,2025-01-30 02:47:43.648374,3,3
332,양천구 신정동,37.5206,126.8563,2025-01-04 23:59:25.355661,1,1
333,동작구 노량진동,37.5132,126.9409,2025-01-18 19:28:52.168419,1,1
334,노원구 중계동,37.6481,127.0,2025-02-24 17:04:33.745080,2,3
335,금천구 시흥동,37.4494,126.9034,2024-12-20 21:51:08.719954,3,4
336,마포구 망원동,37.5551,126.9107,2025-02-22 10:06:01.866086,1,1
337,강서구 방화동,37.5777,126.8125,2025-01-16 05:39:35.701779,2,2
338,성동구 성수동1가,37.5477,127.0422,2024-12-29 07:36:29.168757,3,4
339,용산구 남영동,37.5423,126.9732,2024-12-16 18:42:53.482464,2,3
340,강서구 등촌동,37.5585,126.8627,2025-02-22 06:09:29.250456,1,2
341,종로구 사직동,37.5795,126.9701,2024-12-06 21:53:45.733316,2,2
342,광진구 자양동,37.5322,127.0745,2025-02-13 21:24:32.144709,2,2
343,구로구 오류동,37.4947,126.8441,2024-12-04 16:48:58.914658,1,2
344,광진구 광장동,37.545,127.104,2025-01-11 02:12:45.296678,1,1
