user_id,departure_address,latitude,longitude,arrival_datetime,num_passenger,num_luggage
128,은평구 진관동,37.643,126.9184,2025-02-20 18:36:04.236782,1,2
129,송파구 잠실동,37.5117,127.0842,2025-01-03 15:12:02.028352,2,2
130,도봉구 방학동,37.6659,127.0448,2025-01-20 05:31:18.044612,1,1
131,마포구 망원동,37.5551,126.9107,2024-12-31 06:16:11.641241,1,1
132,관악구 봉천동,37.4824,126.9521,2025-02-22 23:09:00.550546,2,2
133,서초구 서초동,37.4837,127.0324,2025-02-10 11:12:19.687650,3,3
134,구로구 오류동,37.4947,126.8441,2025-02-24 20:48:23.188759,1,2
135,동대문구 용두동,37.5749,127.0389,2025-01-01 01:47:16.592649,1,1
136,종로구 혜화동,37.5823,127.0018,2024-12-11 08:24:37.595937,1,1
137,서대문구 북가좌동,37.5815,126.9134,2025-01-18 21:01:49.219305,2,2
138,강서구 화곡동,37.541,126.837,2024-12-03 23:02:01.719726,2,2
139,광진구 광장동,37.545,127.104,2024-12-12 06:11:37.547845,3,3
140,동대문구 용두동,37.5749,127.0389,2025-01-27 23:38:04.960495,1,2
141,종로구 사직동,37.5795,126.9701,2025-01-22 13:02:34.911760,2,2
142,도봉구 쌍문1동,37.6513,127.0341,2025-01-25 02:16:08.725393,3,4
143,영등포구 당산동,37.5341,126.9021,2025-02-04 17:48:39.641245,1,2
144,금천구 독산동,37.4665,126.9025,2024-12-26 05:24:43.217896,3,4
145,마포구 상암동,37.5796,126.8903,2024-12-28 04:59:42.180741,1,2
146,금천구 독산동,37.4665,126.9025,2025-01-04 16:35:25.926799,2,2
147,강북구 미아동,37.6267,127.0257,2024-12-07 09:06:14.140943,3,3
148,노원구 하계동,37.6397,127.0665,2025-02-26 21:52:55.984603,2,3
149,금천구 가산동,37.4772,126.8868,2025-01-24 17:01:46.695174,3,4
150,동작구 동작동,37.5035,126.951,2024-12-07 06:27:17.740957,1,2
151,용산구 남영동,37.5423,126.9732,2025-02-18 09:44:30.888113,3,3
152,강남구 도곡동,37.4907,127.0558,2024-12-19 10:29:39.828789,3,4
153,중랑구 신내동,37.6126,127.1035,2025-02-18 02:26:34.263667,2,3
154,강서구 가양동,37.5618,126.8545,2025-02-20 08:47:29.155315,2,2
155,노원구 월계동,37.6261,127.0659,2025-02-04 19:25:50.143587,3,4
156,노원구 월계동,37.6311,127.0587,2025-01-27 22:57:40.436919,2,3
157,동작구 노량진동,37.5132,126.9409,2025-02-20 20:34:52.563759,1,2
158,마포구 연남동,37.5588,126.9259,2024-12-11 06:13:18.928838,3,3
159,송파구 방이동,37.514,127.1251,2025-02-22 15:44:31.169204,3,4
160,성북구 길음동,37.6075,127.0233,2025-02-01 07:06:41.699799,2,2
161,서대문구 북가좌동,37.5815,126.9134,2025-02-22 18:44:14.969420,2,3
162,은평구 갈현동,37.6185,126.9162,2024-12-09 03:30:25.443966,1,2
163,영등포구 당산동,37.5341,126.9021,2025-02-22 03:44:41.189632,3,3
164,금천구 시흥동,37.4494,126.9034,2024-12-06 11:13:20.845576,3,4
165,성동구 행당동,37.5583,127.0298,2024-12-07 23:14:31.249003,1,1
166,도봉구 쌍문1동,37.6513,127.0341,2025-02-10 23:35:25.823067,2,2
167,종로구 창신동,37.5723,127.015,2025-01-05 11:16:15.530966,3,3
168,은평구 녹번동,37.6009,126.9351,2025-01-22 05:31:22.019117,3,4
169,송파구 방이동,37.514,127.1251,2024-12-06 21:02:23.510765,3,4
170,도봉구 쌍문1동,37.6513,127.0341,2024-12-09 07:57:11.997588,2,2
171,관악구 봉천동,37.4824,126.9521,2024-12-25 20:59:31.960427,2,3
172,도봉구 창동,37.6543,127.0479,2024-12-01 12:26:31.186218,1,1
173,은평구 갈현동,37.6185,126.9162,2025-01-19 06:34:01.634283,3,3
174,노원구 하계동,37.6397,127.0665,2025-02-04 10:24:29.573232,3,4
175,서초구 방배동,37.4845,126.9977,2025-01-18 01:53:53.900830,1,2
176,양천구 목5동,37.5483,126.8664,2025-02-16 13:26:30.164334,2,2
177,관악구 신림동,37.4846,126.9304,2024-12-14 09:05:10.698510,3,4
178,종로구 혜화동,37.5823,127.0018,2024-12-05 02:33:17.053380,3,3
179,강북구 미아동,37.6267,127.0257,2024-12-04 12:52:49.693364,3,4
180,중랑구 상봉동,37.5963,127.0862,2025-01-08 03:30:16.596497,2,3
181,구로구 고척동,37.5038,126.8581,2024-12-14 15:19:45.963617,2,3
182,서초구 서초동,37.4837,127.0324,2025-02-02 14:17:47.611089,1,2
183,광진구 화양동,37.5454,127.0676,2025-01-08 18:26:38.771783,2,2
184,동대문구 장안동,37.5746,127.0727,2025-01-22 14:10:03.781473,2,3
185,광진구 구의동,37.5374,127.085,2025-02-17 04:15:27.020457,2,2
186,동대문구 장안동,37.5746,127.0727,2024-12-30 14:52:48.305156,3,4
187,중구 을지로동,37.5665,126.9928,2024-12-25 04:36:55.016016,2,2
188,강북구 미아동,37.6267,127.0257,2025-01-23 06:25:25.915988,1,2
189,중구 명동,37.5634,126.9862,2024-12-20 23:02:59.524661,3,4
190,동작구 사당동,37.4792,126.9808,2025-01-29 17:10:53.121750,2,2
191,송파구 방이동,37.514,127.1251,2025-01-23 15:48:23.294707,2,2
192,노원구 월계동,37.6311,127.0587,2025-01-17 09:57:11.463488,3,3
193,마포구 도화동,37.5457,126.945,2025-02-14 16:27:14.515940,1,1
194,마포구 연남동,37.5588,126.9259,2024-12-01 04:26:04.054807,2,2
195,마포구 도화동,37.5457,126.945,2024-12-13 13:02:42.652696,3,3
196,동작구 흑석동,37.5084,126.9638,2025-02-11 09:52:42.384932,1,2
197,강남구 역삼동,37.4987,127.0367,2024-12-19 08:52:39.028486,1,2
198,서대문구 홍제동,37.5892,126.9441,2025-01-31 02:00:32.980142,1,1
199,용산구 이태원동,37.5347,126.9947,2025-02-03 05:00:21.758672,1,1
200,영등포구 당산동,37.5341,126.9021,2024-12-27 15:27:04.873104,3,4
201,마포구 상암동,37.5796,126.8903,2024-12-12 13:00:17.414445,2,2
202,강동구 암사동,37.5506,127.1319,2025-01-14 17:54:58.595372,1,2
203,도봉구 방학동,37.6659,127.0448,2024-12-20 07:03:25.939248,1,1
204,광진구 자양동,37.5322,127.0745,2025-01-21 07:28:50.795823,3,4
205,노원구 중계동,37.6481,127.0,2025-02-26 08:10:44.402957,2,3
206,강서구 방화동,37.5777,126.8125,2024-12-15 09:24:51.066112,2,2
207,강남구 삼성동,37.5145,127.0593,2024-12-19 13:39:15.787798,1,2
208,성동구 행당동,37.5583,127.0298,2025-01-14 18:36:36.217846,3,4
209,송파구 방이동,37.514,127.1251,2025-01-16 02:24:37.857151,1,2
210,강북구 수유1동,37.6399,127.019,2025-01-21 19:13:35.741989,3,3
211,구로구 오류동,37.4947,126.8441,2025-02-26 20:33:09.492182,3,3
212,중랑구 상봉동,37.5963,127.0862,2025-01-20 12:45:27.920533,1,2
213,강북구 수유1동,37.6399,127.019,2025-01-11 08:19:46.023945,3,4
214,성동구 왕십리동,37.5612,127.0376,2024-12-20 19:58:22.718615,1,1
215,중구 신당동,37.561,127.0182,2024-12-12 17:59:14.420301,1,1
216,중랑구 신내동,37.6126,127.1035,2025-01-27 12:50:11.163294,3,3
217,서대문구 연희동,37.5682,126.9315,2025-02-02 05:10:31.639121,2,2
218,광진구 화양동,37.5454,127.0676,2025-01-13 21:34:31.346065,3,4
219,관악구 신림동,37.4846,126.9304,2024-12-09 14:25:33.624794,2,2
220,강북구 수유1동,37.6399,127.019,2025-02-20 08:08:11.743097,2,2
221,동대문구 청량리동,37.5802,127.0466,2024-12-15 10:18:25.955606,2,3
222,강남구 삼성동,37.5145,127.0593,2025-01-11 17:48:20.768407,2,3
223,관악구 봉천동,37.4824,126.9521,2024-12-19 10:42:51.880366,1,1
224,구로구 개봉동,37.4972,126.8588,2025-01-06 21:33:42.388695,2,2
225,중랑구 신내동,37.6126,127.1035,2024-12-04 13:24:05.941282,1,2
226,도봉구 창동,37.6543,127.0479,2025-01-04 03:54:57.008981,3,3
227,동대문구 장안동,37.5746,127.0727,2025-02-17 08:16:27.567245,1,2
228,광진구 구의동,37.5374,127.085,2025-01-09 04:49:07.808316,3,4
229,중구 소공동,37.5641,126.9753,2025-01-01 20:03:51.323768,1,1
230,도봉구 쌍문동,37.6486,127.0347,2024-12-24 10:47:23.398444,1,2
231,강남구 역삼동,37.4987,127.0367,2025-01-15 23:15:12.572773,3,4
232,관악구 난곡동,37.4751,126.9205,2024-12-24 09:00:01.356724,1,2
233,양천구 목동,37.5442,126.8667,2025-01-01 15:47:16.741117,1,1
234,송파구 잠실동,37.5117,127.0842,2025-02-26 02:07:12.120288,2,3
235,종로구 청운동,37.5866,126.9697,2025-02-10 16:45:56.367463,2,3
236,강북구 수유동,37.6394,127.0251,2025-01-04 06:40:27.068943,2,2
237,중구 소공동,37.5641,126.9753,2025-01-07 02:40:27.777684,3,4
238,동작구 흑석동,37.5084,126.9638,2025-01-13 14:47:50.364865,2,2
239,노원구 하계동,37.6397,127.0665,2025-01-08 18:43:47.087342,1,2
240,노원구 하계동,37.6397,127.0665,2025-02-03 17:41:22.059306,3,3
241,동작구 흑석동,37.5084,126.9638,2025-01-22 17:09:15.939175,2,2
242,강북구 수유동,37.6394,127.0251,2025-01-28 17:50:53.286232,1,1
243,송파구 문정동,37.489,127.1215,2025-01-14 08:43:16.095394,1,2
244,광진구 광장동,37.545,127.104,2025-02-09 05:51:32.420128,2,2
245,중구 을지로동,37.5665,126.9928,2024-12-08 14:24:27.910676,3,4
246,강북구 미아동,37.6267,127.0257,2025-01-15 07:05:32.494927,3,4
247,용산구 이태원동,37.5347,126.9947,2024-12-15 22:29:08.721708,2,2
248,동작구 흑석동,37.5084,126.9638,2024-12-23 10:07:55.659446,1,1
249,광진구 화양동,37.5454,127.0676,2025-01-29 22:35:52.406563,1,1
250,서초구 잠원동,37.512,127.0107,2024-12-30 02:00:11.640952,2,3
251,노원구 공릉동,37.6251,127.0726,2025-01-07 12:13:33.601830,3,4
252,금천구 독산1동,37.4683,126.899,2024-12-01 18:36:23.443333,3,4
253,관악구 봉천동,37.4824,126.9521,2025-01-16 17:45:07.947543,2,2
254,노원구 월계동,37.6261,127.0659,2025-01-04 01:42:06.721260,2,2
255,구로구 오류동,37.4947,126.8441,2024-12-31 22:07:59.569270,3,3
256,강서구 가양동,37.5618,126.8545,2025-01-13 20:26:25.678650,3,3
257,금천구 가산동,37.4772,126.8868,2025-02-19 18:50:47.711342,3,3
258,종로구 청운동,37.5866,126.9697,2024-12-22 05:40:46.482746,3,4
259,동대문구 장안동,37.5746,127.0727,2024-12-14 04:30:25.139276,2,3
260,성북구 길음동,37.6075,127.0233,2025-02-18 01:48:59.075079,1,1
261,서초구 잠원동,37.512,127.0107,2025-01-22 09:36:48.307098,1,1
262,종로구 무악동,37.5775,126.9573,2025-02-12 19:28:06.985693,1,1
263,영등포구 당산동,37.5341,126.9021,2025-01-15 10:32:19.550809,1,1
264,강북구 번동,37.6366,127.0341,2025-01-01 23:57:34.177007,1,1
265,마포구 망원동,37.5551,126.9107,2025-01-06 04:54:29.603405,3,4
266,중랑구 면목동,37.5873,127.0887,2025-02-17 16:24:04.614863,1,2
267,양천구 목5동,37.5483,126.8664,2024-12-17 00:03:06.574122,2,2
268,서대문구 홍제동,37.5892,126.9441,2025-01-04 11:56:54.292091,3,3
269,서초구 잠원동,37.512,127.0107,2024-12-16 01:12:05.732902,1,1
270,금천구 가산동,37.4772,126.8868,2024-12-26 01:26:08.974449,1,2
271,중구 신당동,37.561,127.0182,2025-02-09 07:42:36.654240,2,3
272,강서구 화곡동,37.541,126.837,2025-02-23 13:57:57.467688,2,2
273,영등포구 신길동,37.5079,126.9172,2025-01-15 20:40:57.453105,1,1
274,양천구 신월동,37.5302,126.8348,2025-01-25 14:46:03.956385,2,2
275,구로구 오류동,37.4947,126.8441,2025-02-01 06:34:02.309160,2,2
276,종로구 사직동,37.5795,126.9701,2025-02-26 20:18:16.974195,1,2
277,강남구 역삼동,37.4987,127.0367,2025-02-27 07:27:48.957795,2,3
278,서대문구 홍제동,37.5892,126.9441,2024-12-07 20:50:12.200078,3,4
279,강북구 번동,37.6366,127.0341,2024-12-12 04:28:24.949395,1,2
280,은평구 진관동,37.643,126.9184,2025-01-01 08:27:40.054020,2,2
281,양천구 목5동,37.5483,126.8664,2025-01-04 23:32:47.175254,1,2
282,강서구 화곡동,37.541,126.837,2024-12-01 22:24:58.939917,3,3
283,관악구 신림동,37.4846,126.9304,2025-02-16 05:29:58.314474,3,4
284,강남구 역삼동,37.4987,127.0367,2025-01-21 12:56:37.117341,2,3
285,용산구 이태원동,37.5347,126.9947,2025-02-16 15:55:24.875204,1,2
286,동작구 동작동,37.5035,126.951,2025-02-12 00:46:40.461168,2,3
287,구로구 오류동,37.4947,126.8441,2025-01-26 12:17:16.438797,3,4
288,광진구 구의동,37.5374,127.085,2024-12-24 10:15:42.515001,2,2
289,성북구 길음동,37.6075,127.0233,2024-12-21 20:01:54.479190,1,1
290,도봉구 창동,37.6543,127.0479,2024-12-17 05:18:06.079351,3,3
291,성동구 왕십리동,37.5612,127.0376,2025-01-16 03:59:57.966295,1,2
292,중구 소공동,37.5641,126.9753,2025-01-20 17:33:18.653574,2,2
293,종로구 창신동,37.5723,127.015,2025-02-26 03:24:45.557434,1,1
294,구로구 개봉동,37.4972,126.8588,2025-02-19 21:02:09.509705,2,2
295,구로구 구로동,37.5037,126.8895,2024-12-25 02:52:40.347876,2,2
296,노원구 공릉동,37.6251,127.0726,2025-01-02 00:48:20.741576,2,2
297,서대문구 남가좌동,37.5738,126.9223,2025-02-04 01:14:48.448315,1,2
298,마포구 망원동,37.5551,126.9107,2024-12-25 17:26:46.580785,3,4
299,은평구 갈현동,37.6185,126.9162,2025-02-25 05:29:09.976467,1,2
300,용산구 한남동,37.5345,127.0005,2025-02-08 07:12:51.160541,1,1
301,마포구 망원동,37.5551,126.9107,2024-12-12 23:19:49.114085,1,2
302,강남구 역삼동,37.4987,127.0367,2025-02-23 11:31:36.452619,1,2
303,양천구 목동,37.5442,126.8667,2025-02-01 08:16:01.330087,3,3
304,서대문구 남가좌동,37.5738,126.9223,2025-01-05 21:53:50.723820,1,2
305,종로구 혜화동,37.5823,127.0018,2025-02-13 18:51:41.124949,1,1
306,은평구 갈현동,37.6185,126.9162,2025-02-20 13:43:39.069196,3,3
307,강북구 미아동,37.6267,127.0257,2025-01-07 23:32:16.504719,3,4
308,종로구 무악동,37.5775,126.9573,2024-12-15 14:22:38.145342,3,3
309,성동구 성수동1가,37.5477,127.0422,2025-02-08 08:24:30.387961,3,3
310,서대문구 남가좌동,37.5738,126.9223,2024-12-31 06:51:13.921814,3,4
311,노원구 하계동,37.6397,127.0665,2025-02-01 04:29:32.225386,1,1
312,강북구 수유동,37.6394,127.0251,2025-02-27 02:03:25.739134,2,2
313,성동구 행당동,37.5583,127.0298,2024-12-10 04:59:10.298346,3,3
314,마포구 연남동,37.5588,126.9259,2025-01-23 12:24:35.061515,2,3
315,중랑구 면목동,37.5873,127.0887,2025-02-04 09:14:20.610812,3,3
316,구로구 구로동,37.5037,126.8895,2025-01-01 06:25:51.687241,1,1
317,영등포구 여의도동,37.5245,126.9275,2025-01-26 12:16:08.502862,1,1
318,서대문구 남가좌동,37.5738,126.9223,2024-12-25 14:11:47.245278,1,1
319,강북구 번동,37.6366,127.0341,2025-02-25 03:30:35.432125,3,3
320,서초구 잠원동,37.512,127.0107,2025-01-16 21:07:28.551557,2,3
321,중랑구 신내동,37.6126,127.1035,2024-12-03 23:20:32.112965,2,3
322,용산구 남영동,37.5423,126.9732,2025-01-22 09:34:47.056208,1,2
323,성북구 길음동,37.6075,127.0233,2024-12-01 02:34:23.796926,1,2
324,성동구 금호동1가,37.5497,127.0197,2024-12-28 02:02:09.325723,2,3
325,중랑구 묵동,37.6121,127.0761,2025-01-29 08:09:58.224900,1,1
326,강서구 방화동,37.5777,126.8125,2025-01-07 22:45:15.958009,3,4
327,광진구 화양동,37.5454,127.0676,2025-02-19 00:02:30.571827,1,1
328,성북구 돈암동,37.5891,127.0166,2024-12-15 17:45:43.274643,1,2
329,노원구 공릉동,37.6251,127.0726,2024-12-25 07:22:09.968373,2,3
330,은평구 진관동,37.643,126.9184,2025-02-03 06:56:40.292147,1,2
331,영등포구 여의도동,37.5245,126.9275,2024-12-28 18:47:29.218170,2,3
332,종로구 무악동,37.5775,126.9573,2024-12-18 18:40:39.476929,1,1
333,중랑구 상봉동,37.5963,127.0862,2025-01-21 13:16:45.679073,3,4
334,성동구 성수동1가,37.5477,127.0422,2025-02-04 02:21:27.160792,1,2
335,노원구 월계동,37.6261,127.0659,2024-12-15 23:10:05.587782,2,3
336,양천구 신월동,37.5302,126.8348,2025-02-25 15:35:18.510850,3,4
337,동작구 흑석동,37.5084,126.9638,2025-01-26 05:11:09.033092,3,4
338,용산구 남영동,37.5423,126.9732,2025-01-29 01:21:42.447771,3,4
339,강남구 삼성동,37.5145,127.0593,2025-01-05 16:35:26.892169,3,4
340,광진구 자양동,37.5322,127.0745,2024-12-09 18:10:38.100365,3,4
341,마포구 상암동,37.5796,126.8903,2024-12-30 08:42:05.311264,1,2
342,강서구 등촌동,37.5585,126.8627,2025-01-13 23:03:19.030758,1,2
343,구로구 개봉동,37.4972,126.8588,2025-02-15 00:54:05.731412,3,3
344,용산구 한남동,37.5345,127.0005,2025-01-29 18:22:23.974925,3,4
